post_number,user,topic,raw,created_at,reply_to_post_number
38,Sinakue,Was sind Ihre persönlichen Erfahrungen mit Terror? (53),Ich finde es beängstigend und es schränkt einen zunehmend ein in seiner Freiheit,2017-09-01 10:05:46.29823,NULL
39,anita,Was sind Ihre persönlichen Erfahrungen mit Terror? (53),Ich habe Angst und mein verhalten geändert. Meide gewisse urlaubsländer,2017-09-01 10:07:17.358527,NULL
40,Afra,Was sind Ihre persönlichen Erfahrungen mit Terror? (53),Hatte bisher keine Probleme mit dem Terror und hoffe dass es auch in Zukunft so sein wird.,2017-09-01 10:07:40.985305,NULL
41,Siggi,Was sind Ihre persönlichen Erfahrungen mit Terror? (53),Ich habe bisher zum Glück noch nichts damit zutun gehabt. Wir sind dem ganzen 2001 knapp zuvorgekommen.. wir sind nämlich nach einem 6 wöchigen USA-Schüleraustausch am 10.09.2011 zurück geflogen.,2017-09-01 13:44:01.027355,NULL
42,steffi3,Was sind Ihre persönlichen Erfahrungen mit Terror? (53),mir ist das zum glück noch nicht passiert,2017-09-01 18:16:14.095103,NULL
43,anonym13,Was sind Ihre persönlichen Erfahrungen mit Terror? (53),noch zum Glück keine Erfahrungen damit gemacht und wünsche es auch keinen,2017-09-01 19:15:56.077233,NULL
44,cappifreak,Was sind Ihre persönlichen Erfahrungen mit Terror? (53),Am Morgen nach den Anschlag in Barcelona am 17.08.2017 war ich über eine Kreuzfahrt in dieser Stadt. Aus Respekt zu der Stadt habe ich das Schiff an diesem Stadt nicht besucht. Auf dem Schiff war an diesem Abend eine sehr bedrückte Stimmung... Da war der Terror wirklich sehr nah zu spüren.,2017-09-01 20:50:49.94467,NULL
45,Maksimo,Was sind Ihre persönlichen Erfahrungen mit Terror? (53),mit Terroranschlägen oder auch Angriffen in direkter Form an michhae ich keine Angehung erlitten.,2017-09-01 21:25:56.948837,NULL
46,susann,Was sind Ihre persönlichen Erfahrungen mit Terror? (53),Ich wohne nicht in der Nähe einer großen Stadt. Allein durch die Medien habe ich von Terror und Anschlägen erfahren.,2017-09-01 23:23:02.514222,NULL
47,realhumans,Was sind Ihre persönlichen Erfahrungen mit Terror? (53),"Ich habe persönlich keine Erfahrungen mit Terror gemacht. Er beeinflusst auch nicht wirklich meinen Alltag. Ich wohne in Berlin, fühle mich nicht mehr oder minder sicher.",2017-09-02 11:39:35.56021,NULL
48,berna,Was sind Ihre persönlichen Erfahrungen mit Terror? (53),ich habe letztes jahr die teroranschläge in der Türkei miterlebt,2017-09-02 15:16:07.873339,NULL
49,studentin,Was sind Ihre persönlichen Erfahrungen mit Terror? (53),Ich persönlich habe noch keine Erfahrungen mit dem Terror gemacht. Im Alltag spüre ich noch keine Veränderungen und mein Leben hat sich noch nicht sehr geändert. Wenn ich Teil einer großen Menschenmenge dann beobachte ich die Menschen in meiner Umgebung. Wenn mir irgendetwas auffällt gehe ich weg und erlasse die Situation.,2017-09-03 09:01:28.531937,NULL
50,fmanu,Was sind Ihre persönlichen Erfahrungen mit Terror? (53),"Zum Glück habe ich persönlich noch keine Erfahrung mit Terror gemacht. Jedoch haben wir dieses Jahr mit gemischten Gefühlten Urlaub in Ägypten gebucht. Kurz danach gab es dann den Anschlag auf die 2 deutschen Frauen und ich wurde häufig gefragt, ob ich denn unbedingt nach Ägypten muss und nicht woanders Urlaub machen kann. Ich habe zurück gefragt, wo auf der Welt man denn überhaupt noch sicher ist. Schließlich hört man leider ständig irgendwelche Horrormeldungen. Bei uns in Bamberg wurde dieses Jahr die Sandkerwa (eine große Kirchweih zu der jährlich ca. 300.000 Menschen kommen) abgesagt. Unter anderem, weil der Veranstalter die hohen Sicherheitsauflagen nicht erfüllen konnte. Der Terror hat, vor allem die westliche Welt, denke ich ziemlich im Griff. Man macht sich bei Großverantstaltungen schon hin und wieder Gedanken und hofft einfach dass alles gut geht.",2017-09-03 09:23:47.22611,NULL
51,Simon,Was sind Ihre persönlichen Erfahrungen mit Terror? (53),"Ich lebe in einer kleinen Stadt auf dem Land und halte mich nur selten in großen Städten auf. Daher tangiert der Terror mein Leben bisher eigentlich nur am Rande, so zum Beispiel bei gewissen Änderungen im Meldegesetz.",2017-09-03 11:17:02.393632,NULL
52,anonym14,Was sind Ihre persönlichen Erfahrungen mit Terror? (53),"ich selbst bin zum Glück bisher vom Terror verschont geblieben, ebenso mein Umfeld. Ich lebe in einer Metropolregion und wohne seit über ca. 50 Jahren in der Nähe einer Aufnahmeeinrichtung. Es gab aber nie irgendwelche Probleme und ich wurde auch nie belästigt.",2017-09-06 10:43:05.640423,NULL
53,Luki89,Was sind Ihre persönlichen Erfahrungen mit Terror? (53),"Zum Glück noch nicht selbst betroffen gewesen, aber fühle mit allen, die so etwas miterleben mussten...",2017-09-08 11:36:40.460646,NULL
1,system,Worum geht es bei der Studie? (9),"<div class=wrap><img src=""/uploads/default/original/1X/ccf361160d5917ce91bbe8261f2dfcca8a9986ca.jpg"" width=""690"" height=""460""></div> **Was untersuchen wir?** In unserem aktuellen Forschungsprojekt untersuchen wir, wie Bürgerinnen und Bürger den Neun-Punkte-Plan zur Terrorbekämpfung bewerten. Hierzu haben wir diese Beteiligungsplattform erstellt, auf welcher Sie gemeinsam mit anderen Nutzern diskutieren können. **Wie können Sie die Seite nutzen?** In der Rubrik [Kommentieren](https://beteiligungsplattform1.iwvi.uni-koblenz.de/c/comment) können Sie den Neun-Punkte-Plan und weitere Fragen zum Thema Bedrohung durch Terror kommentieren. Gerne können Sie direkt auf die Kommentare Anderer antworten. Sie haben ebenso die Möglichkeit, in den Inkognito-Modus zu wechseln, um anonym zu kommentieren. Klicken Sie hierfür oben rechts auf Ihr persönliches Symbol/Avatar, und klicken Sie auf das Inkognito Symbol <img src=""/uploads/default/original/1X/5242a8c9925a8f98b29d6d91b33a2f6d9a8b29d3.png"" width=""15"" height=""15"">. Im Bereich [Abstimmen](https://beteiligungsplattform1.iwvi.uni-koblenz.de/c/vote) können Sie an Umfragen zum Neun-Punkte-Plan teilnehmen. Klicken Sie dazu einfach eines der Themen an und geben Sie Ihre Stimme ab. Auf der Seite [Informieren](https://beteiligungsplattform1.iwvi.uni-koblenz.de/c/inform) können Sie sich Hintergrundinformationen zur Studie und zum Neun-Punkte-Plan einholen. Beispielsweise können Sie hier nachlesen, wie der [Neun-Punkte-Plan in den Medien](https://beteiligungsplattform1.iwvi.uni-koblenz.de/t/wie-wurde-der-9-punkte-plan-in-den-medien-bewertet/26) bewertet wurde. Insgesamt steht Ihnen die Beteiligungsplattform eine Woche lang offen. Sie können sich gerne mehrfach einloggen, kommentieren oder auf andere Kommentare antworten. **Was geschieht mit den Ergebnissen?** Wir werden die Ergebnisse der Diskussionen auswerten und als Feedback an die Regierung zurückmelden – Ihre Teilnahme lohnt sich also! **Warum gibt es eine Abschlussbefragung?** Eine Woche nach Registrierung laden wir Sie zu einer Abschlussbefragung ein. In dieser Abschlussbefragung untersuchen wir, wie Sie die Beteiligungsplattform wahrgenommen haben. Diese Informationen helfen, um Beteiligungsplattformen in Zukunft weiter optimieren zu können. Die Teilnahme an der Abschlussbefragung ist notwendig, damit wir Sie in die Studie aufnehmen können - entsprechend bitten wir Sie darum, auch an dieser teilzunehmen. **Wir bedanken uns sehr für Ihre Unterstützung!** Dr. Katharina Bräunlich und Dr. Tobias Dienlin",2017-07-26 11:06:01.960038,NULL
2,Afra,Worum geht es bei der Studie? (9),Die Auswertung wird dann zur Kenntnis genommen und weiter ausgesessen,2017-09-01 10:14:56.882316,NULL
3,Siggi,Worum geht es bei der Studie? (9),gut möglich :-) Es fühlt sich dafür doch nicht wirklich einer verantwortlich.,2017-09-01 13:50:35.058973,2
4,oma2007,Worum geht es bei der Studie? (9),Es bringt doch eh nichts. Die Politiker reagieren nicht auf die Meinung der Bevölkerung und machen so weiter wie bisher.,2017-09-02 05:54:41.254254,NULL
5,berna,Worum geht es bei der Studie? (9),Die Meinung von den Bürgern,2017-09-02 19:15:37.266081,NULL
6,berna,Worum geht es bei der Studie? (9),"das wird in zukunft auch nicht ändern, arm und reich kommen immer mehr auseinander und der ungleiche verteilung wird sich in zukunft negativ bemerkbar machen",2017-09-02 19:17:32.350097,4
7,Luna,Worum geht es bei der Studie? (9),"Ich glaube auch nicht, das unsere Meinung die Politiker interessiert. Denn sonst könnten ja auch Volksentscheide, so wie sie in anderen Ländern praktiziert werden durchgeführt werden. Aber weil die Politiker genau wissen, wie das Volk entscheiden würde, nämlich oft anders, als sie es gern hätten, wird das Volk lieber gar nicht erst gefragt.",2017-09-04 08:06:51.831091,NULL
8,galina,Worum geht es bei der Studie? (9),"Ich glaube auch nicht ,dass die Politiker nach Volk horen oder wollen horen.Sie kämpfen nur um ihrer Macht.Wir horen so viel Versprechen vor der Wahl,nach der Wahl geht genau so wie vorher.",2017-09-04 12:02:28.520485,NULL
9,Sammy,Worum geht es bei der Studie? (9),"Hört sich geschrieben ja sehr gut an, das die Auswertung der Ergebnisse an die Regierung weiter geleitet wird! Nur ob die Regierung sich tatsächlich für die Meinungen und Sorgen der Bürger interessiert, stelle ich doch eher in Frage!",2017-09-05 16:26:26.891221,NULL
