post_number,topic,user,raw,created_at,reply_to_post_number,key,value,key,value
37,Was denken Sie: Wie lässt sich Terror stoppen? (70),scratchy,Finde ich auch! Kein Krieg bitte aber man darf sich trotzdem nicht alles gefallen lassen!,2017-09-01 09:27:33.249466,34,NULL,NULL,NULL,NULL
38,Was denken Sie: Wie lässt sich Terror stoppen? (70),ralf_md,"Ich bin voll deiner Meinung.Die Frau Merkel zu viele und ohne Konntrolle nach Deutschland einreisen lassen.Mann hätte Klipp und klar nur Kinder und Alleinerziehende Mütter einreisen lassen.Männer über 18 sollten zu Hause ihren Mann stehen,und nicht hier denn großen Max markieren.Bleiben wir nur in Köln stehen zum Beispiel Sylvester.",2017-09-01 10:16:27.495653,3,NULL,NULL,-1|retort,"[""ralf_md""]"
38,Was denken Sie: Wie lässt sich Terror stoppen? (70),ralf_md,"Ich bin voll deiner Meinung.Die Frau Merkel zu viele und ohne Konntrolle nach Deutschland einreisen lassen.Mann hätte Klipp und klar nur Kinder und Alleinerziehende Mütter einreisen lassen.Männer über 18 sollten zu Hause ihren Mann stehen,und nicht hier denn großen Max markieren.Bleiben wir nur in Köln stehen zum Beispiel Sylvester.",2017-09-01 10:16:27.495653,3,+1|retort,"[""Stefanie37"", ""den27""]",NULL,NULL
39,Was denken Sie: Wie lässt sich Terror stoppen? (70),meinemeinung,"Da dieser Terror das Ergebnis eines sehr langen Entwicklungsprozesses ist, und er ohne unseres direktes Zutun in einem Umfeld entwickelt hat, dass wir nicht zu verantworten haben, bin ich der Meinung, dass sich der Terror auch dort wieder von selbst zurück entwickelt wird, wenn ihm der Boden entzogen wird. Das kann nur dort selbst geschehen! Wir können Hilfestellung geben, ohne jedoch direkt selbst einzugreifen. Da dieser Prozess sehr lange dauern wird, müssen wir alles dafür tun, dass der Terror nicht zu uns kommt und alle Möglichkeiten, die sich uns dazu bieten, ergreifen. Der 9 Punkte Plan ist hier ein sehr guter Ansatz",2017-09-01 10:50:53.380676,NULL,+1|retort,"[""Petra""]",NULL,NULL
40,Was denken Sie: Wie lässt sich Terror stoppen? (70),Fabienne3,"Wenn man sich überlegt, wie lange es gedauert hat, und was alles dafür geleistet wurde um den Leuten den Boden unter den Füssen wegzuziehen, dann kann man sich vorstellen, wie lange es dauert um die Lage zu befrieden. Ganze Generationen haben nichts anderes in ihrem Leben gehabt als Krieg, Mord und schlimmere Dinge. Wie sollen die ihren Frieden finden? Ich bin nicht dafür Völker von A nach B zu hieven, das kann nicht die Lösung sein. Jeder der sich ordentlich verhält hat ein Recht auf ein friedliches Leben. Wenn aber eine Seele schon im Kampf geboren wird, wird diese sich versuchen auf die eine oder andere Art zu wehren. Wo liegt hier der Lösungsansatz. Die Menschen müssen Wege finden, um ohne Kampf zufrieden leben zu können.",2017-09-01 10:59:34.930605,NULL,+1|retort,"[""candy76""]",NULL,NULL
41,Was denken Sie: Wie lässt sich Terror stoppen? (70),peter-59,"Terror ganz zu stoppen, dürfte unmöglich sein. Was aber möglich sein muss, ist, Terrorgefahr einzudämmen. In diesem Zusammenhang überrascht mich immer wieder der laxe und teilweise naive Umgang mit Personen oder Verbänden, bei denen ersichtlich ist, dass sie mit ihrem Verhalten oder ihren Handlungen den Nährboden für radikale Sichtweisen bilden, wobei diese radikalen Sichtweisen dann den Nährboden für extremistische oder terroristische Taten bilden. Mit diesen Personen meine ich zum Beispiel Hassprediger oder die lange verharmlosten sogenannten Reichsbürger. Hier können und müssen Politik und Staat mehr tun und konsequenter handeln. Hassprediger ohne deutsche Staatsbürgerschaft sollte man zum Beispiel konsequent abschieben. Institutionen oder Verbände, die Hassprediger direkt oder indirekt unterstützen, zum Beispiel durch finanzielle Zuwendungen oder organisatorische Hilfe, müssen sanktioniert werden. Ebenfalls konsequenter abschieben sollte man die Personen, die man als Gefährder einstuft.",2017-09-01 11:38:06.716356,NULL,NULL,NULL,NULL,NULL
42,Was denken Sie: Wie lässt sich Terror stoppen? (70),Uljano,Immer schön alle über einen Kamm scheren. Am besten noch die AfD wählen....,2017-09-01 12:53:18.281939,3,+1|retort,"[""Petra""]",NULL,NULL
43,Was denken Sie: Wie lässt sich Terror stoppen? (70),Martin59,"Terror dieser Art lässt sich nicht einstellen-lediglich mindern aber nicht abschaffen.Wir werden in Zukunft noch öfter den Satz ""Wir lassen uns nicht unterkriegen""hören.",2017-09-01 13:43:20.437523,1,NULL,NULL,NULL,NULL
44,Was denken Sie: Wie lässt sich Terror stoppen? (70),Engel,Diesem Kommentar kann ich mich nur anschließen.,2017-09-01 15:11:14.317796,3,NULL,NULL,NULL,NULL
45,Was denken Sie: Wie lässt sich Terror stoppen? (70),Winnetou,"Der Koran verspricht demjenigen, der als Märtyrer im Kampf fällt, dass er sofort 7 oder noch mehr Jungrauen im Jenseits bekommt. Dem haben die anderen Religionen einfach nichts entgegen zu setzen. Und deswegen wird es im Islam immer Verrückte geben, die Anschläge begehen. Laut Koran dürfen die Völker des Buches (= Koran) nicht gewaltsam bekehrt werden. Damit sind allein Christen und Juden gemeint. Diese müssen gewaltlos überzeugt werden. Aber die Fanatiker nehmen darauf keine Rücksicht. So kann man das Problem eigentlich nach meiner Meinung nur militärisch lösen. Und natürlich die Grenzen dicht machen.",2017-09-01 17:03:35.247205,NULL,NULL,NULL,NULL,NULL
46,Was denken Sie: Wie lässt sich Terror stoppen? (70),Petra,Stimme Dir zu Hans. Man muss es bei den Wurzeln packen und diesen verhassten Terrorgruppen den Naehrboden entziehen. Nur so besteht die Chance dass sich der Terror zurueckentwickelt. Allerdings! Man muss Geduld haben.,2017-09-01 20:46:39.844658,39,NULL,NULL,NULL,NULL
47,Was denken Sie: Wie lässt sich Terror stoppen? (70),Petra,"Auch Lisa stimme ich zu. Man kann nicht alles nur auf Frau Merkel schieben. Ich moechte mal einen anderen Staatsmann irgendeines Landes sehen, der mit solchen Ausmass an Fluechtlingen in so kurzer Zeit konfrontiert wird und noch den Ueberblick behaelt. Wird schwierig. Und dann noch von anderen Parteien oder Buerger dafuer gehaemmert werden weil man versucht hat zu helfen. Nein, dass geht nicht. Wer meckert sol es erst einmal besser machen.Ich kann nicht sagen dass ich mit allen was Frau Merkel tut einverstanden bin aber dass hat jetzt nicht mit Terror zu tun. WO ich enttaeuscht von ihr bin und hoffe dass sie mehr EInsicht zeigt und ihre Klugheit an den Tag holt ist dass sie die grossen Firmen nicht mehr davon kommen laesst die Buerger zu betruegen oder wie z.B. die Banken auszuzahlen. Aber wie vorher schon bemerkt, dass hat nichts mit dem Thema Terror zu tun.",2017-09-01 20:51:48.483176,35,NULL,NULL,NULL,NULL
48,Was denken Sie: Wie lässt sich Terror stoppen? (70),Petra,Und wer die AFD wirklich waehlt kann ich nur sagen: Die sind die kleinen Republikaner von den grossen Bruedern in den USA und ich frage mich wer da der Donald Trump vom Deutschland sein wird.,2017-09-01 20:54:42.702343,42,NULL,NULL,NULL,NULL
49,Was denken Sie: Wie lässt sich Terror stoppen? (70),Alex1,Leider sind die besser Organisiert als wir. Sie schaffen ohne das irgendeiner mitkriegt ein LKW durch die Menge zu jagen. Wie soll dann diese Reduzierung geschehen?? Man müsste genau die Terroristen spionieren wie sie uns. Sie lassen sich nicht spionieren.,2017-09-01 22:02:18.942232,NULL,NULL,NULL,NULL,NULL
50,Was denken Sie: Wie lässt sich Terror stoppen? (70),tiki,"gegen religion als manipulator kann man wenig tun, das müssen die glaubensführer dieser religion regeln aber da kommt nix oder nur wenig. man ist machtlos und so war das schon immer .. ich sage mal, die menschheit dreht so langsam durch. wie will man mit unserer kuscheljustiz dagegen halten. das ist zwecklos. .. und meiner meinung nach, ist es bereits zu spät, der terror ist bereits im land. das hätte man von anfang an anders handhaben müssen. einer hat ja grad ein buch darüber geschrieben was fakt ist. die politik hat komplett versagt. gäbe es ein einwanderungsgesezt, dann wären wir nicht in dieser situation sondern hätten alles im griff. so herrscht das chaos. es hätte sich stoppen lassen mit auffanglagern in den ensprechenden ländern und visavergabe nach genauer prüfung. dann wäre es zwar langsamer gegangen, aber strukturiert und dann hätten wir alle diese probleme nicht und wären auch schon viel weiter als jetzt. und ich denke dann hätte die eu auch insgesamt mitgemacht. das problem der völkerwanderung gibt es und damit war schon vor dreissig jahren zu rechnen. wer sich in gefahr begibt, kommt darin um. die waffendeals hätte man lassen sollen. und natürlich bleiben die probleme nicht ewig nur dort, sondern kommen auch zu uns. politik macht man im vorfeld, wohlüberlegt und wie beim schachspielen immer mehrer züge im voraus. unsere politiker agieren erst wenn es schon gelaufen ist. das ist allenfalls noch schadensbegrenzung aber keine strategie. meine meinung : da ist nix mehr zu machen, egal was man jetzt tut, man wird wenig verhindern können. wenn man die leute erkennt, dann ist es bereits zu spät. wir müssen damit leben, die politker werden geschützt. wenn wir pech haben, bleibt hier auch nicht viel übrig. das wäre der worst case.",2017-09-01 22:20:26.281015,NULL,NULL,NULL,NULL,NULL
51,Was denken Sie: Wie lässt sich Terror stoppen? (70),Aileen,"Den Terror stoppen? Dann müssten erstmal alle Hand in Hand arbeiten..aber jeder denkt nur an sich! Die Politiker.. jeder..will immer ganz oben stehen..letzten Endes ist Frau Merkel auch nur eine Marionette...die ein Gesicht für die Meinung darstellt. Die Fäden werden im Hintergrund gezogen! Wenn alle Hand im Hand arbeiten würden..für oder gegen etwas...dann wären wir schon viel weiter! Und solange Straftaten mit teils lächerlichen Urteilen abgetan werden, wird sich nix ändern. Wären die Strafen härter, hätten viele sicherlich mehr Angst vor Konsequenzen und würden nachdenken bevor sie handeln, Kaufen, das darknet nutzen..etc...",2017-09-02 08:37:09.338823,2,NULL,NULL,NULL,NULL
52,Was denken Sie: Wie lässt sich Terror stoppen? (70),LottaG,Wahrscheinlich grundsätzlich und zu 100 % nicht.,2017-09-02 10:05:26.489387,NULL,NULL,NULL,NULL,NULL
53,Was denken Sie: Wie lässt sich Terror stoppen? (70),CalleCml,"Terror kann nicht gestoppt werden, da es in jedem Land, Staat potenzielle Gefährder gibt. Durch das Internet ist es nahezu unmöglich alle radikalisierten Personen aufzuspüren. Meiner Meinung nach sollte man die Ausbildungsstätten des Islamischen Staates bekämpfen und danach alle Gefährder im Inneren des Landes abschieben. Dadurch könnte man den Terror geringfügig eindämmen, aber nicht komplett stoppen.",2017-09-02 13:05:16.483697,NULL,+1|retort,"[""peter-59""]",NULL,NULL
54,Was denken Sie: Wie lässt sich Terror stoppen? (70),Winnetou,Man müßte den Terroristen die Finanzströme mal kappen. Wie schon weiter oben erwähnt. Ohne Kapital kann meine keine Waffen und Terroristen kaufen und bezahlen.,2017-09-02 14:12:26.735579,NULL,NULL,NULL,NULL,NULL
55,Was denken Sie: Wie lässt sich Terror stoppen? (70),Ricki001,"Wenn sich angesehen wird, woher die Terroristen kommen, dann ist das immer wieder Frankreich und Belgien. Aus diesen Staaten kommen aber keine Flüchtlinge. Deshalb macht mehr Überwachung von Flüchtlingen, Aushebelung des Schengen-Vertrages und ähnlicher Unfug keinen Sinn.",2017-09-02 19:12:27.272985,16,NULL,NULL,NULL,NULL
56,Was denken Sie: Wie lässt sich Terror stoppen? (70),tiki,".es ist ganz einfach, keine schrecksekunde, nicht weglaufen, sondern dem angreifer direkt ins gesicht springen und ihn fertigmachen, auch das spricht sich rum. es kommt keiner, der einem hilft. leider gibt es in diesem land mehr hasen als tiger. im prinzip ist alles glücksache und zufall. und hoffen das ganze kerle in der nähe sind, die aber heutzutage selten sind, bei unserer weichgespülten gesellschaft hier. mein oma war trümmerfrau und hat mit über 80 einen hanbdtaschendieb windelweich geprügelt mit genau dieser, der war froh als endlich die polizei kam. das waren andere leute damals und da hätte es diese zustände auch nicht lange gegeben. die leute waren auch im krieg und brutal genug sich zu wehren. . .",2017-09-02 19:21:18.122852,NULL,NULL,NULL,NULL,NULL
57,Was denken Sie: Wie lässt sich Terror stoppen? (70),alterSchwede,"Wir sollten den Menschen dort helfen wo sie sind, durch wirkliche Hilfe zur Selbsthilfe, Aufklärung, Freundlichkeit. Heutzutage ist die Entwicklungshilfe ja auch durch eigene deutsche Interessen motiviert, nach dem Motto, geben wir was an arme Länder, so kaufen die bei uns. Das sollten wir ändern.",2017-09-03 07:40:47.305361,NULL,+1|retort,"[""candy76""]",NULL,NULL
58,Was denken Sie: Wie lässt sich Terror stoppen? (70),eltipsi,"Viele Ungerechtigkeit und Ausbeutung wurde weltweit durch die Großkonzerne absichtlich herbeigeführt, um Bodenschätze billig zu bekommen. Anschläge gabs schon immer, nur haben sie sich früher gegen die Oberschicht gerichtet.",2017-09-03 08:08:12.864385,NULL,NULL,NULL,NULL,NULL
59,Was denken Sie: Wie lässt sich Terror stoppen? (70),Winnetou,"Die Entwicklungshilfe alleine kann es nicht richten. Da tun wir ja so einiges und die Menschen in diesen Ländern sind auch nicht die, welche dann als Flüchtlinge hier bei uns in Massen auftauchen. Die meisten flüchten ja wegen dem leicht verfügbaren Geld, das es bei uns für Flüchtlinge gibt. Für die ist es eine Schlaraffenland hier: Nix tun und noch Geld dafür bekommen! (Etwas überspitzt formuliert, ich weiß.) Wir müssen unser Schlaraffenland selbst austrocknen in unserem Land, damit die finanziellen Anreize für die Flüchtlinge fehlen. Irgendwann geht uns sonst auch mal das Geld aus und unser Land wird ärmer. Bei uns gibt es jede Menge Rentner und andere sozial Benachteiligte, die sich auch mal freuen würden, wenn der Staat ihnen mal Essen und Unterkunft für ein Jahr bezahlt!",2017-09-03 14:43:25.129038,NULL,NULL,NULL,NULL,NULL
60,Was denken Sie: Wie lässt sich Terror stoppen? (70),Bea1,"Um diejenigen, die anerkannt sind müssen wir uns kümmern und für schnelle Eingliederung, geht nur durch Bildung, sorgen.Aber ist es wirklich sinnvoll,dass man damit rechnet,dass in allernächster Zeit Hunderttausende ihre Familien nachholen können? Wäre es nicht besser,dieses Privileg an Sprachkenntnisse und berufliche Eingliederung zu binden?",2017-09-03 15:01:50.824683,NULL,NULL,NULL,NULL,NULL
61,Was denken Sie: Wie lässt sich Terror stoppen? (70),keksbaby,"Ich glaube nicht, das dies geht. Ich wüssste auch nicht wie man dem Terror entgegen treten könnte.",2017-09-03 18:14:08.37438,NULL,NULL,NULL,NULL,NULL
62,Was denken Sie: Wie lässt sich Terror stoppen? (70),Chipsie,"Terror lässt sich nur schwer Stoppen.Ein ganzes Land zu schützen ist schwer.Einige Vorsichtsmaßnahmen zu treffen ist ok,z.b. bei Veranstaltungen in den innen Städten mit Böllern zu schließen, das keine Autos rein können. Aber man kann leider nicht jeden Bürger schützen. Aber Radikale Islamisten nur zu beobachten ist nicht gut, man sollte diese gleich Ausweisen. Das Internet lässt sich auch nur schwer kontrolieren, aber bei Verdacht einer Person alles zu überprüfen wäre gut. Das verhindert aber der Datenschutz.Ein bisschen weniger Datenschutz wäre besser. Ansonsten sollten wir alle einwenig Bedachter unterwegs sein.",2017-09-03 22:20:07.804792,NULL,NULL,NULL,NULL,NULL
63,Was denken Sie: Wie lässt sich Terror stoppen? (70),janterstege,bildung bei klienste kinder,2017-09-04 06:18:31.574095,NULL,NULL,NULL,NULL,NULL
64,Was denken Sie: Wie lässt sich Terror stoppen? (70),Molly-HX,"Wir werden Terrorismus nie komplett verhindern können, denn es wird immer Menschen geben die ihre Auffassung von ""richtigem Leben"" mit Gewalt durchsetzen wollen. Denoch begrüße ich Maßnahmen und Aktivitäten die versuchen unsere demokratische freiheitliche Lebensart zu schützen. Immer wachsam sein und nicht unterkriegen lassen. Ich befürworte den Plan.",2017-09-04 08:35:00.10254,NULL,NULL,NULL,NULL,NULL
65,Was denken Sie: Wie lässt sich Terror stoppen? (70),Winnetou,"Im Christentum steht über allem der Papst. So etwas gibt es im Islam nicht. Dort kann jeder Islamist sein eigenes Süppchen kochen, wenn er genug Anhänger findet. Und da jeder Islamist noch im Augenblick des Todes (wenn er für den Islam stirbt) sofort eine ganze Menge Jungfrauen bekommt, ist der Islam bei den einfachen Moslems nicht zu schlagen. Gegen diese Ideologie kommt man nur mit Soldaten und Polizei an. Überzeugen kann man die Islamisten nicht.",2017-09-04 16:56:25.233952,NULL,NULL,NULL,NULL,NULL
66,Was denken Sie: Wie lässt sich Terror stoppen? (70),poisenangel,"Ob sich der Terror komplett stoppen läßt bezweifel ich. Wir sollen uns besser Vorbereiten/Schützen. Die, die an der Macht sind sollten uns das Volk unterstützen und nicht dummes Zeug reden. Es sollen so langsam Taten folgen sonst sehe ich schwarz...",2017-09-05 06:58:59.382677,NULL,+1|retort,"[""Winnetou""]",NULL,NULL
67,Was denken Sie: Wie lässt sich Terror stoppen? (70),Winnetou,Genau meine Meinung: Wir sollten uns erst mal schützen und unsere Politiker in die Pflicht nehmen.,2017-09-05 09:00:00.497481,NULL,NULL,NULL,NULL,NULL
